ID,Fecha,Informacion,Conductividad (μS/cm),Temperatura (°C),pH,x,y,Elevacion,Profundidad,Latitud,Longitud,2H,18O,comment,d-excess,Nombre,Tipo_Fuente,Localizacion_geologia,Tipo,Fuente,Mes,Temporada,P (mm),Año,UnidadGeologicaProf,UnidadGeoProf,NIDOS
S32,11/08/2020,,18,,6.16,1044360,1294586,133,0,8.184722235,-73.61055551,-44.91,-7.2,Manantial Puerto Cayumba,12.69,Bocatoma acueducto Cayumba,Subterranea,Sur,Manantial,Campo,11,Humeda,,2020,Qat,Q,Sur
,11/11/2020,,780,,5.81,1073994,1320051,107,385,8.199035614,-73.6086465,-51.48,-7.98,ABA 4 Campo provincia - 385m,12.36,ABA 4,Subterranea,Norte,ABA,Campo,11,Humeda,,2020,N1r (U4),N1r ,
K10,04/01/2021,,,,5.9,,,72,7.4,8.199035614,-73.6086465,-44.29,-6.85,,10.51,Finca La Florida (Las Pampas),Subterranea,Sur,Aljibe,Kale_platero,4,Humeda,,2021,,,Sur
S29,11/06/2020,,41,,4.4,1041849,1297196,113,80,8.199477487,-73.60764773,-44.11,-7.09,Acueducto-Taladro2-80m,12.61,Acueducto El Taladro,Subterranea,Sur,Pozo Profundo,Campo,11,Humeda,,2020,N1r (U4),N1r ,Sur
M20781,12/19/2023,,,,,,,65.5,12,8.313282169,-73.60676881,-51.28,-7.89,,11.84,Finca Villanueva ,Subterranea,Sur,Aljibe,ANH-SGI,1,Seca,,2024,,,
74,11/05/2020,,157.6,,4.48,1057677,1319462,75,88,7.361099764,-73.60668713,-51.26,-8.17,FincaSanCristobal-88m,14.1,Finca San Cristobal,Subterranea,Norte,Pozo Profundo,Campo,11,Humeda,,2020,N1r (U4),N1r ,
S18,11/07/2020,,38.8,,4.83,1038300,1314534,64,0,7.986112065,-73.60613521,-43.73,-6.72,Manantial Vía Férrea,10.03,Manantial via ferrea,Subterranea,Sur,Manantial,Campo,11,Humeda,,2020,N1r (U4),N1r ,Sur
471,11/06/2020,,223,,6.54,1025826,1290995,40,100,7.986112065,-73.60613521,-50.93,-7.52,Acueducto El Pedral - 73m,9.23,Acueducto El Pedral,Subterranea,Sur,Pozo Profundo,Campo,11,Humeda,,2020,Q,Q,
,11/09/2020,,210,,7.13,1054415,1369685,56,60,8.208191453,-73.60585875,-50.83,-7.84,AcueductoBancaTorcoroma-50m,11.89,Acueducto Torcoroma,Subterranea,Norte,Pozo Somero,Campo,11,Humeda,,2020,Q,Q,
S20,11/06/2020,,36,,3.57,1050414,1306942,137,38,8.208191453,-73.60585875,-43.25,-6.76,VillaMaria-SOMERO,10.83,Finca Villa Maria,Subterranea,Sur,Pozo Somero,Campo,11,Humeda,,2020,N1r (U4),N1r ,Sur
N16,09/21/2023,30,90,,8.4,1039585.1,1377754.83,33,337,8.310375756,-73.60332281,-50.83,-7.48,,9.01,Pozo Griselda,Subterranea,Norte,ABA,ZEMS,9,Seca,,2023,,,Norte
,11/07/2020,,604,,7.54,1048991.38,1267594.93,93,72,7.517583681,-73.60314084,-50.76,-8.07,Pozo Somero-70m,13.8,Finca La Cabaña,Subterranea,Sur,Pozo Somero,Campo,11,Humeda,,2020,N1r (U1),N1r ,
K6,04/01/2021,,,,4.82,,,67,7.2,8.310392344,-73.60207009,-43.17,-6.79,,11.15,Finca La Daniela,Subterranea,Sur,Aljibe,Kale_platero,4,Humeda,,2021,,,Sur
S39,04/19/2023,,97.3,28.8,6.5,1064803,1308884,140,120,8.006964977,-73.60077769,-42.74,-7.38,,16.3,Pozo Espusato - ABA,Subterranea,Sur,Pozo Profundo,ZEMS,4,Humeda,,2023,,,Sur
,11/04/2020,,837,,7.59,1039447.15,1269259.31,73,95,8.006964977,-73.60077769,-50.42,-7.79,Pozo Somero-95m,11.9,La Esperanza,Subterranea,Sur,Pozo Profundo,Campo,11,Humeda,,2020,P3N1c,P3N1c,
326,03/17/2021,,199.4,,,1057677,1319462,75,83,8.312648906,-73.59889021,-50.303,-7.9789,Finca San Cristobal,13.5282,Finca San Cristobal,Subterranea,Norte,Pozo Profundo,Campo,3,Seca,,2021,N1r (U4),N1r ,
211,03/16/2021,,206,,7.4,1050341,1355279,84,55,8.110811489,-73.58859812,-50.293,-7.7777,Plamas del cesar- Finca Labrador,11.9286,Plamas del cesar Finca Labrador,Subterranea,Norte,Pozo Somero,Campo,3,Seca,,2021,Q,Q,
M20673,12/12/2023,,,,,,,50,80,8.043004198,-73.58486966,-50.26,-7.6,,10.54,Finca Bella Vista,Subterranea,Sur,Pozo Profundo,ANH-SGI,1,Seca,,2024,,,
N21,11/07/2020,,341,,6.79,1039525,1377690,33,90,7.938816619,-73.58399697,-50.01,-7.57,W216,10.55,Barrancalebrija,Subterranea,Norte,Pozo Profundo,Campo,11,Humeda,,2020,Q,Q,Norte
M20922,12/20/2023,,,,,,,121.21,80,8.101791825,-73.57684161,-49.99,-2.51,,-29.91,Alianza Petrolera,Subterranea,Sur,Pozo Profundo,ANH-SGI,1,Seca,,2024,,,
K54,04/01/2021,,,,7.8,,,78,100,8.098680944,-73.5763646,-49.93,-7.75,,12.07,Oficinas Bucarelia S. A,Subterranea,Sur,Pozo Profundo,Kale_platero,4,Humeda,,2021,,,
,11/04/2020,,302,,6.23,1052236,1410777,165,18,7.413894085,-73.57251859,-49.88,-7.71,LavautosJT-18,11.8,Lavadero JT Aguachica,Subterranea,Norte,Aljibe,Campo,11,Humeda,,2020,Q,Q,
,11/05/2020,,1873,,8.08,1047938,1277775,95,165,7.413894085,-73.57251859,-49.8,-7.78,Pozo Somero-165m,12.44,119 II B 25,Subterranea,Sur,Pozo Profundo,Campo,11,Humeda,,2020,N1r (U2),N1r ,
470,11/06/2020,,180,,7.3,1032251,1293053,82,105,8.10709843,-73.56716407,-49.77,-7.57,Acueducto-PteSogamoso-92m,10.79,Acueducto Pte Sogamoso,Subterranea,Sur,Pozo Profundo,Campo,11,Humeda,,2020,N1r (U3),N1r ,
N24,09/20/2023,6,,,,1039585.1,1377754.83,33,337,7.208951207,-73.55676865,-49.51,-7.61,,11.37,Pozo Griselda,Subterranea,Norte,ABA,ZEMS,9,Seca,,2023,,,Norte
413,03/17/2021,,157,,7.7,1032251,1293053,82,105,7.208951207,-73.55676865,-49.5045,-7.7788,Acueducto Puente Sogamoso 1/ Luis Ochoa,12.7259,Acueducto Pte Sogamoso,Subterranea,Sur,Pozo Profundo,Campo,3,Seca,,2021,N1r (U3),N1r ,
N20,03/19/2021,,401,,7.1,1054305,1381208,77,10,7.897814159,-73.55537193,-49.4994,-7.527,Finca Vida Tranquila,10.7166,Finca Vida Tranquila,Subterranea,Norte,Aljibe,Campo,3,Seca,,2021,Q,Q,Norte
225,03/19/2021,,278,,7.3,1061712,1370756,81,48,7.484680173,-73.55497086,-49.4192,-7.6805,Finca  Villa Rosario,12.0248,Finca Villa Rosario,Subterranea,Norte,Pozo Somero,Campo,3,Seca,,2021,Q,Q,
101,03/15/2021,,288,,6.2,1051856,1411098,165,,7.484680173,-73.55497086,-49.3907,-7.4853,Lavautos JP,10.4917,Lavaautos en Aguachica,Subterranea,Norte,Pozo Somero,Campo,3,Seca,,2021,Q,Q,
,11/11/2020,,24,,4.67,1027256,1285418,68,0,7.162608882,-73.55453099,-49.18,-7.75,Manantial,12.82,La Dueña,Subterranea,Sur,Manantial,Campo,11,Humeda,,2020,N1r (U2),N1r ,
N17,09/20/2023,12,,,,1039585.1,1377754.83,33,337,7.162608882,-73.55453099,-49.11,-7.48,,10.73,Pozo Griselda,Subterranea,Norte,ABA,ZEMS,9,Seca,,2023,,,Norte
S13,04/21/2023,,140.2,80.5,5.3,1016584,1305790,56,120,7.384444469,-73.54972221,-42.52,-6.52,,9.64,Pozo Daniel Yepes,Subterranea,Sur,Pozo Profundo,ZEMS,4,Humeda,,2023,,,Sur
,11/09/2020,,44,,4.65,1026574,1284222,73,300,7.450015318,-73.54852596,-49.02,-7.42,ABA-Llanito1A,10.34,Llanito 1 ABAS,Subterranea,Sur,ABA,Campo,11,Humeda,,2020,N1r (U1),N1r ,
S22,04/20/2023,,423,30.3,4.4,1024780,1305652,63,20,7.450015318,-73.54852596,-42.29,-6.77,,11.87,Pozo Johan Ruiz,Subterranea,Sur,Aljibe,ZEMS,4,Humeda,,2023,,,Sur
411,03/16/2021,,63,,7,1038152,1287918,112,100,7.450015318,-73.54852596,-48.9409,-7.7455,Elena Carpio,13.0231,Campamento Palma San Rafael,Subterranea,Sur,Pozo Profundo,Campo,3,Seca,,2021,N1r (U3),N1r ,
177,11/04/2020,,78.1,,4.22,1059487,1334168,74,50,7.130907508,-73.54625699,-48.93,-7.46,Finca San Fernando - 50M,10.75,Finca San Fernando,Subterranea,Norte,Pozo Somero,Campo,11,Humeda,,2020,Q,Q,
431,03/19/2021,,26,,7.2,1018347,1328993,95,85,7.384836142,-73.54362221,-48.9171,-7.8068,San Pablo- Acueducto Socorro,13.5373,Acueducto Socorro,Subterranea,Norte,Pozo Profundo,Campo,3,Seca,,2021,N1r (U3),N1r ,
N19,09/20/2023,2,,,,1039585.1,1377754.83,33,337,7.617628016,-73.53840854,-48.89,-7.51,,11.19,Pozo Griselda,Subterranea,Norte,ABA,ZEMS,9,Seca,,2023,,,Norte
,11/06/2020,,225,,8.35,1060168,1341618,68,45,7.617628016,-73.53840854,-48.83,-7.7,Hda Oklahoma-45m,12.77,Hda Oklahoma,Subterranea,Norte,Pozo Somero,Campo,11,Humeda,,2020,Q,Q,
N22,11/05/2020,,322,,6.84,1052556,1377220,65,32,8.04453272,-73.53502913,-48.76,-7.57,Pozo Somero FincaElRecuerdo-32m,11.8,Finca El recuerdo,Subterranea,Norte,Pozo Somero,Campo,11,Humeda,,2020,Q,Q,Norte
N18,11/09/2020,,215,,6.82,1067344.14,1378653.01,136,70,7.684980753,-73.53215162,-48.68,-7.49,FincaCañoClaro-70m,11.24,Predio Caño Claro,Subterranea,Norte,Pozo Somero,Campo,11,Humeda,,2020,Q,Q,Norte
203,03/15/2021,,129,,6.6,1059487,1334168,74,50,7.684980753,-73.53215162,-48.6383,-7.6843,Hda San Fernando,12.8361,Finca San Fernando,Subterranea,Norte,Pozo Somero,Campo,3,Seca,,2021,Q,Q,
K46,04/01/2021,,,,4.91,,,81,5.9,7.901074062,-73.53092879,-41.65,-7.44,,17.87,Finca Casa Roja,Subterranea,Sur,Aljibe,Kale_platero,4,Humeda,,2021,,,Sur
N26,09/20/2023,,,,,1039585.1,1377754.83,33,337,7.86819795,-73.53023747,-48.36,-7.71,,13.32,Pozo Griselda,Subterranea,Norte,ABA,ZEMS,9,Seca,,2023,,,Norte
,11/05/2020,,218,,6.5,1065850,1357264,68,40,7.86819795,-73.53023747,-48.26,-7.67,Pozo SomeroFincaLaEsperanza-40m,13.1,Finca La Esperanza I,Subterranea,Norte,Pozo Somero,Campo,11,Humeda,,2020,Q,Q,
K2,04/01/2021,,,,4.04,,,77,11.7,8.013643651,-73.51908746,-41.21,-6.25,,8.79,Finca La Belleza,Subterranea,Sur,Aljibe,Kale_platero,4,Humeda,,2021,,,Sur
N23,11/05/2020,,259,,6.65,1065754,1380641,136,37,7.948416341,-73.51780654,-48.19,-7.58,Pozo Somero FincaElDiviso-37m,12.45,_Finca el diviso II NO UBICADO,Subterranea,Norte,Pozo Somero,Campo,11,Humeda,,2020,Q,Q,Norte
,11/06/2020,,411,,5.6,1028461,1471180,0,80,7.469137883,-73.50439421,-47.75,-7.21,AcueductoTamalameque-80m,9.93,Acueducto Tamalameque,Subterranea,Norte,Pozo Profundo,Campo,11,Humeda,,2020,Qfal,Q,
201,03/15/2021,,228,,6.7,1060168,1341618,68,45,7.897796937,-73.50096276,-47.7092,-7.4894,Hda Oklahoma,12.206,Hda Oklahoma,Subterranea,Norte,Pozo Somero,Campo,3,Seca,,2021,Q,Q,
M20661,12/12/2023,,,,,,,78,10,7.897796937,-73.50096276,-47.7,-7.17,,9.66,San Rafael de Chucuri,Subterranea,Sur,Aljibe,ANH-SGI,1,Seca,,2024,,,
S14,11/05/2020,,15.9,,4.16,1047656,1304710,125,0,7.392464673,-73.497945,-40.48,-6.52,Manatial Villaluz,11.68,Caserío Sabaneta,Subterranea,Sur,Manantial,Campo,11,Humeda,,2020,N1r (U4),N1r ,Sur
108,03/15/2021,,454,,7.1,1049226,1427521,70,,7.399076614,-73.49288222,-47.5967,-6.907,EDS Los Lagos,7.6593,EDS Los Lagos,Subterranea,Norte,Pozo Somero,Campo,3,Seca,,2021,Q,Q,
410,03/16/2021,,52,,6.3,1032527,1286179,89,0,7.388955842,-73.49054061,-47.5554,-7.4248,Jose Cristobal Calderon,11.843,Manantial Tabla Roja,Subterranea,Sur,Manantial,Campo,3,Seca,,2021,N1r (U2),N1r ,
K4,04/01/2021,,,,6.56,,,68,30,7.388955842,-73.49054061,-40.43,-6.36,,10.45,Finca San Fernando,Subterranea,Sur,Pozo somero,Kale_platero,4,Humeda,,2021,,,Sur
,11/06/2020,,169,,6.38,1038522,1457354,0,120,7.388955842,-73.49054061,-47.54,-7.32,AcueductoCostilla-120m,11.02,Acueducto Costilla,Subterranea,Norte,Pozo Profundo,Campo,11,Humeda,,2020,Qfal,Q,
,11/09/2020,,230,,6,1046265,1410389,78,0,7.942310792,-73.48340652,-47.4,-7.37,Finca San Martin,11.56,Finca San Martin ,Subterranea,Norte,Manantial,Campo,11,Humeda,,2020,Q,Q,
112,03/16/2021,,163,,6.4,1038522,1457354,0,120,8.037740048,-73.48101886,-47.3167,-7.3645,Acueducto Costillas,11.5993,Acueducto Costilla,Subterranea,Norte,Pozo Profundo,Campo,3,Seca,,2021,Qfal,Q,
208,03/16/2021,,214,,6.8,1065850,1357264,68,40,7.826376317,-73.48045298,-47.3072,-7.6066,Finca la Esperanza,13.5456,Finca La Esperanza I,Subterranea,Norte,Pozo Somero,Campo,3,Seca,,2021,Q,Q,
433,03/19/2021,,41,,7.3,1015719,1323154,53,75,7.826376317,-73.48045298,-47.1972,-7.4384,San Pablo- Acueducto Caguices,12.31,Acueducto Caguices,Subterranea,Norte,Pozo Somero,Campo,3,Seca,,2021,N1r (U3),N1r ,
N28,09/20/2023,1,210,,11,1039585.1,1377754.83,33,337,7.476617757,-73.4789462,-47.08,-8.13,,17.96,Pozo Griselda,Subterranea,Norte,ABA,ZEMS,9,Seca,,2023,,,Norte
M20670,12/12/2023,,,,,,,11.85,43,7.931016607,-73.47615859,-46.99,-7.24,,10.93,Acueducto Provincia ,Subterranea,Sur,Pozo somero,ANH-SGI,1,Seca,,2024,,,
N14,09/20/2023,,,,,1039585.1,1377754.83,33,337,7.931016607,-73.47615859,-46.99,-7.27,,11.17,Pozo Griselda,Subterranea,Norte,ABA,ZEMS,9,Seca,,2023,,,Norte
110,03/16/2021,,403,,5.6,1028461,1471180,0,80,7.337275037,-73.4714544,-46.8422,-7.0724,Acueducto Tamalameque,9.737,Acueducto Tamalameque,Subterranea,Norte,Pozo Profundo,Campo,3,Seca,,2021,Qfal,Q,
,11/07/2020,,503,,6.49,1058685,1280337,116,304,7.923278797,-73.47109137,-46.8,-7.38,ABA,12.24,Lizama ABAS,Subterranea,Sur,ABA,Campo,11,Humeda,,2020,P3N1c,P3N1c,
217,03/17/2021,,109.5,,7.2,1060353,1361882,73,60,7.923278797,-73.47109137,-46.727,-7.5385,I.E. La Curva-El Barro,13.581,IE La Curva El Barro,Subterranea,Norte,Pozo Somero,Campo,3,Seca,,2021,Q,Q,
S15,11/08/2020,,33,,4.34,1046632,1297845,131,60,8.019744641,-73.46662128,-40.19,-6.56,José Ortega - 40m,12.29,Finca Santa Monica,Subterranea,Sur,Pozo Somero,Campo,11,Humeda,,2020,N1r (U4),N1r ,Sur
M20805,12/19/2023,,,,,,,94,0,7.886003292,-73.46662093,-46.69,-7.18,,10.75,Los Mangos,Subterranea,Sur,Manantial,ANH-SGI,1,Seca,,2024,,,
111,03/16/2021,,163,,7.1,1042366,1473567,0,105,7.820895167,-73.46021542,-46.4203,-7.1905,Acueducto Palestina,11.1037,Acueducto Palestina,Subterranea,Norte,Pozo Profundo,Campo,3,Seca,,2021,Qcal,Q,
414,03/17/2021,,102,,6.4,1032212,1293140,82,,7.820895167,-73.46021542,-46.3895,-7.5713,Acueducto Puente Sogamoso 2/ Luis Ochoa,14.1809,Acueducto Pte Sogamoso 2,Subterranea,Sur,Pozo Somero,Campo,3,Seca,,2021,Q,Q,
102,03/15/2021,,403,,6,1050110,1411139,133,0,7.344907519,-73.45912726,-46.3576,-7.3603,Bosque Aguil,12.5248,Bosque Aguil,Subterranea,Norte,Manantial,Campo,3,Seca,,2021,Q,Q,
215,03/17/2021,,70,,7.2,1057577,1365154,69,45,7.325704298,-73.45355712,-46.2265,-7.5994,F Miraflores- San jose de las Americas,14.5687,Finca Miraflores II,Subterranea,Norte,Pozo Somero,Campo,3,Seca,,2021,Q,Q,
S33,04/19/2023,,135.6,30,6.1,1058393,1315629,84,42,7.33354547,-73.44852,-40.19,-7.21,,17.49,Pozo Eduar Tapias,Subterranea,Sur,Pozo Somero,ZEMS,4,Humeda,,2023,,,Sur
N15,03/19/2021,,198.7,,6.7,1052556,1377220,65,32,7.70424319,-73.43081009,-46.1688,-7.384,Finca El recuerdo,12.9032,Finca El recuerdo,Subterranea,Norte,Pozo Somero,Campo,3,Seca,,2021,Q,Q,Norte
,11/04/2020,,472,,6.14,1050110,1411139,133,0,7.77932226,-73.42986161,-46,-7.2,Manantial-BosqueAguil,11.6,Bosque Aguil,Subterranea,Norte,Manantial,Campo,11,Humeda,,2020,Q,Q,
,11/11/2020,,17,,6.6,1036216,1281984,88,0,7.77932226,-73.42986161,-45.87,-7.25,Manantial,12.13,Finca La Esmeralda I,Subterranea,Sur,Manantial,Campo,11,Humeda,,2020,N1r (U2),N1r ,
K13,04/01/2021,,,,5.85,,,66,7.7,7.461495771,-73.42480402,-45.77,-7,,10.23,Finca Tierra linda,Subterranea,Sur,Aljibe,Kale_platero,4,Humeda,,2021,,,
M20928,12/20/2023,,,,,,,56.6,50,7.461495771,-73.42480402,-45.66,-1.84,,-30.94,Finca El Holán ,Subterranea,Sur,Pozo somero,ANH-SGI,1,Seca,,2024,,,
M21222,12/19/2023,,,,,,,509,0,7.461495771,-73.42480402,-45.61,-7.11,,11.27,Las Piscinas ,Subterranea,Sur,Manantial,ANH-SGI,1,Seca,,2024,,,
,11/06/2020,,9.8,,4.49,1038152,1287918,112,100,7.831366033,-73.42473139,-45.5,-7.17,Pozo Somero-90m,11.86,Campamento Palma San Rafael,Subterranea,Sur,Pozo Profundo,Campo,11,Humeda,,2020,N1r (U3),N1r ,
K44,04/01/2021,,,,5.19,,,71,5.2,7.765540544,-73.42232237,-39.62,-6.78,,14.62,Finca Montecristo,Subterranea,Sur,Aljibe,Kale_platero,4,Humeda,,2021,,,Sur
K8,04/01/2021,,,,6.09,,,100,0,7.765540544,-73.42232237,-39.17,-6.14,,9.95,Manati Blanco,Subterranea,Sur,Manantial,Kale_platero,4,Humeda,,2021,,,Sur
409,03/16/2021,,41,,6.5,1029766,1284420,83,0,7.461881118,-73.40978843,-45.3267,-7.3212,108-III-D-49,13.2429,108 III D 49,Subterranea,Sur,Manantial,Campo,3,Seca,,2021,Q,Q,
106,03/15/2021,,261,,6.6,1046265,1410389,78,0,7.489805573,-73.40714154,-45.256,-6.7294,Finca San Martin,8.5792,Finca San Martin ,Subterranea,Norte,Manantial,Campo,3,Seca,,2021,Q,Q,
K3,04/01/2021,,,,4.94,,,69,,7.79344337,-73.39989574,-45.22,-6.95,,10.38,Finca San Martin (Agropalma),Subterranea,Sur,Pozo Profundo,Kale_platero,4,Humeda,,2021,,,
K41,04/01/2021,,,,5.23,,,78,4.6,7.102,-73.396,-45.16,-8.24,,20.76,Finca La Primavera,Subterranea,Sur,Aljibe,Kale_platero,4,Humeda,,2021,,,
K51,04/01/2021,,,,4.78,,,89,0,7.102,-73.396,-45.13,-7.76,,16.95,Agrícola del Norte,Subterranea,Sur,Manantial,Kale_platero,4,Humeda,,2021,,,
S8,04/20/2023,,142.3,27.9,4.1,1027666,1307989,71,8,7.102,-73.396,-38.8,-6.1,,10,Pozo La Esmeralda,Subterranea,Sur,Aljibe,ZEMS,4,Humeda,,2023,,,Sur
,11/09/2020,,225,,6.27,1043744,1277159,91,17.5,7.102,-73.396,-44.89,-7.11,Pozo Somero-17.5m,11.99,Uvaldino Arroyo,Subterranea,Sur,Aljibe,Campo,11,Humeda,,2020,N1r (U2),N1r ,
,11/06/2020,,259,,5.27,1037406,1449485,37,,7.102,-73.396,-44.42,-7,VillaRicardo,11.58,Villa Ricardo,Subterranea,Norte,Pozo Somero,Campo,11,Humeda,,2020,Qfal,Q,
,11/10/2020,,28,,6.13,1025176,1284457,43,0,7.102,-73.396,-44.38,-6.98,Cienaga El Llanito,11.46,Cienaga Llanito,Superficial,Sur,Cienaga,Campo,11,Humeda,,2020,Q,Q,Sur
,11/10/2020,,190,,6.62,1050341,1355279,47,55,7.102,-73.396,-44.31,-6.9,Labrador-55m,10.89,Plamas del cesar Finca Labrador,Subterranea,Norte,Pozo Somero,Campo,11,Humeda,,2020,Q,Q,
,11/05/2020,,286,,7.24,1068083,1356661,68,53,7.102,-73.396,-44.21,-7.2,LaPradera-53m,13.39,Finca La Pradera,Subterranea,Norte,Pozo Somero,Campo,11,Humeda,,2020,Q,Q,
,11/09/2020,,52,,5.59,1046014,1282990,151,100,7.102,-73.396,-43.95,-6.97,Pozo Somero-100m,11.81,Hacienda La Esmeralda,Subterranea,Sur,Pozo Profundo,Campo,11,Humeda,,2020,N1r (U3),N1r ,
S9,11/10/2020,,14,,5.27,1072049,1316917,130,0,7.102,-73.396,-37.96,-6.1,Monterrojo-Manantial,10.84,Manantial Monte Rojo,Subterranea,Sur,Manantial,Campo,11,Humeda,,2020,N1r (U3),N1r ,Sur
,11/06/2020,,550,,7,1049226,1427521,70,100,7.102,-73.396,-43.57,-6.36,EDS-LosLagos-100m,7.31,EDS Los Lagos,Subterranea,Norte,Pozo Profundo,Campo,11,Humeda,,2020,N1r (U3),N1r ,
109,03/15/2021,,439,,6.5,1052724,1411029,165,,7.102,-73.396,-43.4226,-6.9533,Iglesia Cuadrangular,12.2038,Iglesia Cuadrangular ,Subterranea,Norte,Pozo Somero,Campo,3,Seca,,2021,Q,Q,
K14,04/01/2021,,,,4.93,,,76,5.4,7.763635439,-73.39525693,-35.53,-5.59,,9.19,"La independencia, Lote 047",Subterranea,Sur,Aljibe,Kale_platero,4,Humeda,,2021,,,Sur
,11/06/2020,,64,,5.19,1060353,1361882,73,60,7.845555582,-73.39281204,-43.29,-6.98,LaCurva-ElBarro-60m,12.55,IE La Curva El Barro,Subterranea,Norte,Pozo Somero,Campo,11,Humeda,,2020,Q,Q,
113,03/16/2021,,258,,5.3,1037406,1449485,37,,7.756686033,-73.38618508,-43.2847,-6.8211,Villa Ricardo,11.2841,Villa Ricardo,Subterranea,Norte,Pozo Somero,Campo,3,Seca,,2021,Qfal,Q,
,11/10/2020,,254,,7.06,1067366,1363861,97,54,6.262,-73.303,-43.25,-6.67,PlamasDelCesar-54m,10.11,Palmas del Cesar Planta,Subterranea,Norte,Pozo Somero,Campo,11,Humeda,,2020,Q,Q,
207,03/16/2021,,277,,7,1068083,1356661,68,53,6.262,-73.303,-43.1971,-7.0162,Finca la Pradera,12.9325,Finca La Pradera,Subterranea,Norte,Pozo Somero,Campo,3,Seca,,2021,Q,Q,
S5,04/19/2023,,37.4,30.7,7.6,1073706.51,1316962.1,130,,6.262,-73.303,-33.92,-5.34,,8.8,Via Sabana de Torres ,Subterranea,Sur,Manantial,ZEMS,4,Humeda,,2023,,,Sur
137,03/20/2021,,194.2,,,1038007,1411960,29,0,6.262,-73.303,-43.0496,-6.9334,Baquero Gamarra,12.4176,Cienaga Baquero,Superficial,Norte,Cienaga,Campo,3,Seca,,2021,Q,Q,
M20665,12/12/2023,,,,,,,129,0,6.262,-73.303,-42.93,-6.71,,10.75,Paintball,Subterranea,Sur,Manantial,ANH-SGI,1,Seca,,2024,,,
S2,04/19/2023,,24.7,26.8,4.9,1072049,1316917,130,,6.262,-73.303,-24.88,-4.7,,12.72,Via Sabana de Torres ,Subterranea,Sur,Manantial,ZEMS,4,Humeda,,2023,,,Sur
,11/10/2020,,262,,6.61,1071438,1352068,96,60,6.262,-73.303,-42.28,-6.86,SanIsidro-60m,12.6,Finca Miraflores San Isidro,Subterranea,Norte,Pozo Somero,Campo,11,Humeda,,2020,Q,Q,
313,03/17/2021,,115.7,,,1041994,1315218,104,32,6.262,-73.303,-42.0582,-6.8432,Finca Capitolio,12.6874,Finca Capitolio ,Subterranea,Sur,Pozo Somero,Campo,3,Seca,,2021,N1r (U4),N1r ,
,11/06/2020,,158,,6.5,1056247.92,1388299.24,93,,6.262,-73.303,-42.01,-6.53,W214,10.23,EDS Petrovial,Subterranea,Norte,Pozo Somero,Campo,11,Humeda,,2020,Q,Q,
K9,04/01/2021,,,,4.58,,,91,8,6.262,-73.303,-41.7,-6.53,,10.54,Finca Llanogrande,Subterranea,Sur,Aljibe,Kale_platero,4,Humeda,,2021,,,
,11/06/2020,,139,,6.5,1042366,1473567,0,105,6.262,-73.303,-41.64,-6.59,Acueducto Palestina-100m,11.08,Acueducto Palestina,Subterranea,Norte,Pozo Profundo,Campo,11,Humeda,,2020,Qcal,Q,
405,03/16/2021,,59,,7.3,1026941,1282699,73,0,6.262,-73.303,-41.589,-6.6064,Sra.,11.2622,Manantial Sra ,Subterranea,Sur,Manantial,Campo,3,Seca,,2021,N1r (U2),N1r ,
218,03/17/2021,,284,,7.4,1063577,1365160,85,50,7.026,-73.167,-41.4768,-6.7721,Finca El Porvenir,12.7,Finca El Porvenir,Subterranea,Norte,Pozo Somero,Campo,3,Seca,,2021,Q,Q,
,11/04/2020,,278,,6.44,1066867,1367983,102,20,7.026,-73.167,-41.43,-6.31,Finca San Miguel - 20m,9.05,Finca San Miguel,Subterranea,Norte,Pozo Somero,Campo,11,Humeda,,2020,Q,Q,
216,03/17/2021,,218,,7.4,1060272,1365518,77,50,7.026,-73.167,-41.3931,-6.8948,Finca Bellas Palmas,13.7653,Finca Bellas Palmas,Subterranea,Norte,Pozo Somero,Campo,3,Seca,,2021,Q,Q,
206,03/16/2021,,238,,6.5,1071438,1352068,96,60,7.026,-73.167,-41.2227,-6.9313,Finca Miraflores - San Isidro,14.2277,Finca Miraflores San Isidro,Subterranea,Norte,Pozo Somero,Campo,3,Seca,,2021,Q,Q,
K105,12/01/2022,,,,,,,100,0,7.026,-73.167,-72,-10.6,,12.8,Manati Blanco,Subterranea,Sur,Manantial,Kale_lluvia,12,Seca,,2022,,,Sur
K56,04/01/2021,,,,6.12,,,71,15.4,7.026,-73.167,-40.95,-6.54,,11.37,Bufalera La Princesa,Subterranea,Sur,Aljibe,Kale_platero,4,Humeda,,2021,,,
S64,03/27/2021,,,,,1026143,1302032,79,64,7.026,-73.167,-55.6505,-8.5848,Kilometro 8,13.0279,Acueducto km 8,Subterranea,Sur,Pozo Somero,Campo,3,Seca,,2021,Q,Q,Sur
S57,03/18/2021,,2170,,7.7,1018040,1307967,49,125,7.026,-73.167,-53.6648,-8.0453,Pozo Acueducto Cantagallo,10.6976,Acueducto Cantagallo,Subterranea,Sur,Pozo Profundo,Campo,3,Seca,,2021,N1r (U3),N1r ,Sur
S62,03/17/2021,,151,,7.9,1033847,1301722,106,68,7.026,-73.167,-53.5201,-8.4397,Acueducto San Claver/Jorge Leal,13.9975,Acueducto San Claver,Subterranea,Sur,Pozo Somero,Campo,3,Seca,,2021,N1r (U4),N1r ,Sur
